cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,model_id,model_status,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,metric,estimate,ci_low,ci_high,bootstrap_replicates
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M1b_any_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,brier_score,0.0264507650950515,0.0247577005045959,0.0282173310246429,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,c_statistic,0.6044218753159566,0.5843692609551813,0.624066772864141,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,brier_score,0.0264399455156803,0.0247514034284757,0.0282063595208017,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,c_statistic,0.6028379639927474,0.5823284924371757,0.6225208404752917,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,brier_score,0.0264444392704758,0.0247534239953109,0.028211808517281,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_c_statistic,-0.0014852064923597,-0.0032175358363532,0.0004624474289434,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_brier_score,4.331003371133013e-06,4.7474618385286254e-08,8.792225946860527e-06,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M2_fried_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_c_statistic,0.0057291982623232,-0.0008198570270919,0.0111360154177882,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M2_fried_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_brier_score,-6.488576000020924e-06,-2.0554612943116117e-05,7.810805643761879e-06,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_c_statistic,0.0041452869391139,-0.0024231775244342,0.0101655637228159,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_brier_score,-1.9948212045817204e-06,-1.7177958004599164e-05,1.2028202005618696e-05,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_c_statistic,-0.0015839113232092,-0.0032773438814999,0.0001978615134945,500.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,12795.0,391.0,12404.0,2441.0,91.0,2350.0,,,,,,,7962.0,237.0,7725.0,delta_brier_score,4.493754795439203e-06,1.564668048251175e-07,9.091048063072233e-06,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,c_statistic,0.6077110215505022,0.5954190086014679,0.6199778416308925,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,brier_score,0.109755454398031,0.1069095392040299,0.1131256466792315,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M1_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,c_statistic,0.6077594001335482,0.5954129332389582,0.6198605408730118,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M1_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,brier_score,0.1097287148211697,0.1068859182664642,0.1130992650234909,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,c_statistic,0.6158278869540564,0.6041194693131012,0.6277979295478122,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,brier_score,0.1093479505343517,0.106508061882912,0.112782903609358,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,c_statistic,0.61586693954519,0.604192099533101,0.6277451898165884,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,brier_score,0.1093109773531061,0.1064434534533087,0.1127562736430694,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M1_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_c_statistic,4.8378583046071455e-05,-0.0012914816205115,0.0013623240918793,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M1_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_brier_score,-2.6739576861320447e-05,-7.577999303546649e-05,2.388478547743869e-05,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M2_fried_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_c_statistic,0.0081168654035542,0.0038257537623102,0.0130873894072754,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M2_fried_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_brier_score,-0.0004075038636792,-0.00063230080049,-0.0001994325618254,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_c_statistic,0.0081559179946878,0.0037524926866086,0.0131882959027964,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_brier_score,-0.0004444770449249,-0.0006892198691433,-0.0002307671555818,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_c_statistic,3.90525911335704e-05,-0.0011945945990683,0.0013097142204307,500.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,delta_brier_score,-3.697318124566695e-05,-9.220541662004478e-05,1.532963749182012e-05,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,c_statistic,0.6077110215505022,0.5954190086014679,0.6199778416308925,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,brier_score,0.109755454398031,0.1069095392040299,0.1131256466792315,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M1b_any_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,c_statistic,0.6078988470276199,0.5955007004123523,0.6199760209259892,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M1b_any_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,brier_score,0.1097244665536676,0.106882743304453,0.113088803363032,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,c_statistic,0.6158278869540564,0.6041194693131012,0.6277979295478122,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,brier_score,0.1093479505343517,0.106508061882912,0.112782903609358,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,c_statistic,0.6160438302967903,0.6044289091443469,0.6279865685977013,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,brier_score,0.1093077444327683,0.1064340793627411,0.1127484620506497,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_c_statistic,0.0001878254771177,-0.0011884530476652,0.0014238105361041,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_brier_score,-3.09878443633671e-05,-8.151212569772504e-05,2.0585397420249867e-05,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M2_fried_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_c_statistic,0.0081168654035542,0.0038257537623102,0.0130873894072754,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M2_fried_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_brier_score,-0.0004075038636792,-0.00063230080049,-0.0001994325618254,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_c_statistic,0.0083328087462881,0.0040355643431284,0.0133347251341714,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_brier_score,-0.0004477099652626,-0.0006920235592933,-0.000238665553906,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_c_statistic,0.0002159433427338,-0.001084169691902,0.0013880224765239,500.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,7481.0,1122.0,6359.0,923.0,212.0,711.0,,,,,,,4940.0,666.0,4274.0,delta_brier_score,-4.020610158339544e-05,-9.460414443700216e-05,1.261962222836515e-05,500.0
