cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
share,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,15765,11419,1839,13926,20,20,PASS,,loss_2plus,3639.0,450.0,3189.0,375.0,50.0,325.0,,,,,,,risk_ratio,0.8948270392519513,0.1949431216782355,0.6106652580298508,1.3112182487009474,0.5686524662078349,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,19,19,PASS,,loss_1,3079.0,350.0,2729.0,258.0,27.0,231.0,,,,,,,risk_ratio,0.9672083729782484,0.0915773288328176,0.8082938675611006,1.157366243024867,0.7157995030824515,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,19,19,PASS,,loss_2plus,3079.0,350.0,2729.0,258.0,27.0,231.0,,,,,,,risk_ratio,0.8152170182245112,0.2380090824043377,0.511304410611865,1.2997712771684844,0.3906857174114336,,,,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,14471,10555,1603,12868,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.9803491666373824,0.0894820133612501,0.8226470717083382,1.168282878015706,0.8244750802957679,3337.0,377.0,2960.0,,,,,,,,,
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.9682053932725916,0.0864885008140365,0.817237623353305,1.1470613402692929,0.7087111639517407,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.4528536985641136,0.1202583024042519,1.1477778270743644,1.8390178130655483,0.0018959724065832,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15238,11095,1750,13488,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,0.9846191782059028,0.1439577764579833,0.7425594153524001,1.3055856623012168,0.9142552641096076,,,,3337.0,377.0,2960.0,276.0,62.0,214.0,491.0,85.0,406.0
share,incident_cancer,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,loss_1,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,,,,risk_ratio,0.9419988160357868,0.1392041347273834,0.7170667461621681,1.2374883846756195,0.6677523477843874,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,loss_2plus,7183.0,205.0,6978.0,779.0,32.0,747.0,,,,,,,risk_ratio,1.1754209998442529,0.2865935797383349,0.6702619228757366,2.061305408708124,0.5727835729827582,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,prefrail,,,,,,,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.297934628728216,0.0800899322732186,1.1093795234601551,1.5185374029596983,0.0011298662392037,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,19,19,PASS,,frail,,,,,,,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.447318434038353,0.1490752826191778,1.080614978387448,1.9384616088082551,0.013136807848067,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,prefrail,7183.0,205.0,6978.0,779.0,32.0,747.0,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.296369970554074,0.0800891489479078,1.1080438693385457,1.5167044799025884,0.0011911589738699,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,frail,7183.0,205.0,6978.0,779.0,32.0,747.0,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.4494527719076895,0.148923658614813,1.0825302003200243,1.94074339669212,0.0126862040204071,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,loss_1,7183.0,205.0,6978.0,779.0,32.0,747.0,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,0.9435457378276828,0.138873945278883,0.7187092603557524,1.2387186425455394,0.675625315014124,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,21,21,PASS,,loss_2plus,7183.0,205.0,6978.0,779.0,32.0,747.0,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.1725097121492345,0.2860938529614189,0.6692569958178537,2.054187006897486,0.5780237193059883,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.90952448866487,0.1360433516486666,0.6966491089040667,1.1874482934205672,0.4857515503455031,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,prefrail,,,,,,,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.297571786513186,0.0801196607081022,1.1090047726030736,1.5182013484063115,0.0011487045671905,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,frail,,,,,,,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,1.4471309346222836,0.1491095041836769,1.0804025169250149,1.9383404880443376,0.0131898850500668,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,any_withdrawal,,,,,,,12795.0,391.0,12404.0,2441.0,91.0,2350.0,risk_ratio,0.9116612814553556,0.1357204559664024,0.698727842322047,1.1894850065553146,0.4955865375223622,7962.0,237.0,7725.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,fried4,7184.0,205.0,6979.0,779.0,32.0,747.0,,,,,,,risk_ratio,1.1392718396657129,0.0421135330550372,1.049011521993764,1.2372984447190978,0.0019605891685911,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,loss_1,7184.0,205.0,6979.0,779.0,32.0,747.0,,,,,,,risk_ratio,0.9450485414520032,0.1389837112555896,0.7196991117309542,1.2409585216140069,0.6842584090116479,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,29908,21431,816,29092,20,20,PASS,,loss_2plus,7184.0,205.0,6979.0,779.0,32.0,747.0,,,,,,,risk_ratio,1.1899984843799736,0.2858625539253946,0.6795474094588951,2.083881673471808,0.5428450756570022,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,fi_per_0_1,7613.0,215.0,7398.0,831.0,32.0,799.0,,,,,,,risk_ratio,1.121948311340371,0.040854850723239,1.0356121505679514,1.2154820823888317,0.0048553555154045,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,loss_1,7613.0,215.0,7398.0,831.0,32.0,799.0,,,,,,,risk_ratio,0.9271221120466387,0.1368743822960599,0.7089722778319812,1.212396362343417,0.5803711725790537,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,31153,22124,847,30306,20,20,PASS,,loss_2plus,7613.0,215.0,7398.0,831.0,32.0,799.0,,,,,,,risk_ratio,1.0946325315836145,0.2829246354791949,0.6286985584342041,1.9058742272057416,0.7492822775840116,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,19,19,PASS,,loss_1,5813.0,152.0,5661.0,548.0,21.0,527.0,,,,,,,risk_ratio,0.919671540009815,0.1464581646925529,0.6901878842417091,1.2254572426076096,0.5674856244632863,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,19,19,PASS,,loss_2plus,5813.0,152.0,5661.0,548.0,21.0,527.0,,,,,,,risk_ratio,1.1891607524186931,0.3254683929427652,0.6283496373770134,2.2505038771026173,0.5945161414053803,,,,,,,,,,,,
share,incident_cancer,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,27465,19784,725,26740,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.8932794389465845,0.1446745770548131,0.672728945519264,1.186136201451547,0.4353515930965016,6361.0,173.0,6188.0,,,,,,,,,
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.90658594811081,0.1383717226494225,0.6912366542560402,1.1890256054152155,0.4784864411080748,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.1210548348381064,0.2015471763831591,0.7552132283120817,1.664118020711567,0.5707384194070674,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,29906,21430,816,29090,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.049729921189119,0.2025625215023244,0.7057583831278788,1.5613458285199715,0.8106444486540556,,,,6361.0,173.0,6188.0,840.0,27.0,813.0,1601.0,64.0,1537.0
share,incident_arthritis,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,loss_1,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,,,,risk_ratio,1.1373982052018068,0.0712798075756901,0.9890973912215996,1.3079345761882144,0.0708919474569436,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,loss_2plus,4460.0,609.0,3851.0,480.0,57.0,423.0,,,,,,,risk_ratio,1.0909839286413876,0.1724744091972717,0.7780506497703811,1.5297794981664274,0.613638657985088,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,prefrail,,,,,,,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.3106278682309405,0.0411404529369282,1.2090954342713458,1.4206863745364886,4.85909495271897e-11,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,19,19,PASS,,frail,,,,,,,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.8579854242823224,0.0852338136229361,1.5721397515807392,2.195803415933328,3.6442332098566884e-13,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,prefrail,4460.0,609.0,3851.0,480.0,57.0,423.0,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.311639041817947,0.0411278014246807,1.210058278560052,1.4217472054886022,4.224990557275465e-11,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,frail,4460.0,609.0,3851.0,480.0,57.0,423.0,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.8598106275090565,0.0851109359730405,1.5740631976547774,2.197431192946443,3.095242810534385e-13,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,loss_1,4460.0,609.0,3851.0,480.0,57.0,423.0,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.1433053676149652,0.0707316608756991,0.9953030697544364,1.3133157159252942,0.0583043465678657,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,21,21,PASS,,loss_2plus,4460.0,609.0,3851.0,480.0,57.0,423.0,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.0952866463485291,0.1724626959191558,0.7811371267102963,1.5357775179905495,0.5976772168649627,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1420055304906145,0.0697345893635368,0.996116231816116,1.3092614998285683,0.0568890911287603,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,prefrail,,,,,,,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.3115703683165252,0.0411256015946454,1.2100001405343044,1.4216666373991844,4.251282500101479e-11,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,frail,,,,,,,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.8598160826098624,0.0851056779747484,1.5740840362353623,2.197414992789563,3.084122741453393e-13,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,any_withdrawal,,,,,,,7481.0,1122.0,6359.0,923.0,212.0,711.0,risk_ratio,1.148061517266628,0.0692300874326774,1.0023892546468842,1.314903607873236,0.0461045785762523,4940.0,666.0,4274.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,fried4,4461.0,609.0,3852.0,480.0,57.0,423.0,,,,,,,risk_ratio,1.2150957658937045,0.0234060520379535,1.1606124899371948,1.272136680497644,8.532264997075868e-17,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,loss_1,4461.0,609.0,3852.0,480.0,57.0,423.0,,,,,,,risk_ratio,1.1481830967674145,0.0706374118983532,0.9997340292321666,1.3186751527453078,0.050441811941955,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,19600,14717,2511,17089,20,20,PASS,,loss_2plus,4461.0,609.0,3852.0,480.0,57.0,423.0,,,,,,,risk_ratio,1.1096099275967624,0.1720837021446306,0.7919402582254614,1.5547058993820793,0.5455733038366811,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,fi_per_0_1,4677.0,649.0,4028.0,510.0,62.0,448.0,,,,,,,risk_ratio,1.268783916375441,0.0200652154174704,1.2198547521088043,1.319675661114624,1.8150413096429088e-32,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,loss_1,4677.0,649.0,4028.0,510.0,62.0,448.0,,,,,,,risk_ratio,1.1355820073963092,0.0691733457527041,0.9916034842984468,1.3004658776835352,0.0660524112300374,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,20264,15141,2614,17650,20,20,PASS,,loss_2plus,4677.0,649.0,4028.0,510.0,62.0,448.0,,,,,,,risk_ratio,1.097495760386583,0.1661729862940281,0.7924213148991237,1.52002087957447,0.575585628405375,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,19,19,PASS,,loss_1,3948.0,487.0,3461.0,367.0,46.0,321.0,,,,,,,risk_ratio,1.1172523968505557,0.0742723867518529,0.9658963497347944,1.2923259505132654,0.1354943588734979,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,19,19,PASS,,loss_2plus,3948.0,487.0,3461.0,367.0,46.0,321.0,,,,,,,risk_ratio,1.3074692650642512,0.1853661777626506,0.909175056144446,1.880249427802228,0.1480956361743942,,,,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,18675,14002,2298,16377,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.104569442429214,0.0736282142822196,0.9561379912253454,1.276043483623939,0.1767655036335383,4315.0,533.0,3782.0,,,,,,,,,
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.1616242385844135,0.0699598910758567,1.0127813566928423,1.3323417366933792,0.0322335949165684,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.682376728998555,0.1032818986301146,1.3740721615087794,2.059856489027481,4.734448537195795e-07,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
share,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,19598,14716,2510,17088,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.5492019135434076,0.1189039064902091,1.2271476952325224,1.9557764548233896,0.0002319027246809,,,,4315.0,533.0,3782.0,298.0,79.0,219.0,625.0,133.0,492.0
